Year,Country,Region,Forest_Area_km2,Population_Density,Agricultural_Land_Percent,Rainfall_mm,Temperature_C,Road_Density_km_per_km2,Mining_Activity,Protected_Area_Percent,Deforestation_Rate,Fire_Incidents,Logging_Activity,Urban_Expansion_Rate,Carbon_Emissions_kt,Label
2015,Madagascar,Eastern,1234275,89,29.00359491467072,3030.6168274827296,28.816353491754107,0.04675497332226812,0.006404352386478851,24.022822627671538,0.02104438511102528,75,0.12267808561272098,1.5023891558122617,7642,danger
2022,Madagascar,Amazon,1797819,88,46.89737134624498,1192.2841331085265,25.151922261382136,0.0499706954906688,0.0862434130141157,15.812859386130622,0.01679843414388236,40,0.054506233808041364,0.7737144966488441,2582,danger
2017,Indonesia,Amazonas,1534186,26,12.909397911146737,2788.4279486496907,27.746526197930176,0.014378946797255408,0.09614996792371473,15.949853399853364,0.02769726501032082,70,0.05483477150229332,1.4201861399468858,6766,danger
2024,Vietnam,Central,1098506,8,21.224032529516638,3218.743531665228,25.621447538275852,0.1803818444824715,0.024674742066738087,15.926961537611614,0.014079729902271229,73,0.02271090876869877,1.1179395198436983,7847,safe
2021,Malaysia,Amazon,1056718,17,23.997514142828564,1632.9096718598512,25.527038900455402,0.05003426636423218,0.045009526859085935,24.511364951198964,0.012178806585940716,43,0.022810059541079755,1.480699264000425,6633,safe
2024,Peru,Madre de Dios,2096853,49,41.29703248851151,3524.8660226283223,21.147419583381918,0.053231436617928035,0.002213445102949707,14.596520835850722,0.01751837265360496,64,0.06953434829378227,1.992579128718871,3821,danger
2019,Peru,Eastern,852414,46,49.70058480647885,1091.0614165990128,21.26137658016152,0.06312427220257505,0.06407102247272216,10.018116704921805,0.016398654644216533,68,0.15257109557927434,1.906725447848843,3185,danger
2024,Madagascar,Central,3463944,53,19.626820590286123,3531.4385909749185,25.295336150224575,0.03420753362213151,0.041392605805258886,24.30473706965266,0.013610701155429707,12,0.1215942335196325,0.5064226367541554,6525,safe
2019,Peru,Palawan,2847693,24,44.972293365483225,2380.987151928295,22.688615449790067,0.13145994780445894,0.027005846610155572,13.423694876702505,0.022343532467458214,26,0.020516912066204165,1.8281581465434587,3637,danger
2021,Bolivia,Sumatra,3263545,81,43.22491041727165,1652.7638197949336,20.210369024604688,0.024277161103741448,0.02068371106166085,12.089647906156692,0.023989045847847706,87,0.1704473049951822,0.5997361927621498,4180,danger
2023,Colombia,Central Highlands,4016144,85,18.986295905670666,1401.334434981904,27.228392039002124,0.03549846100200655,0.06540230776587605,14.750322411881204,0.026324599225753413,87,0.12027352539801328,1.9295698792397675,2188,danger
2019,Congo,Palawan,4448401,58,25.973303207968904,3859.9215027471178,20.32486596690165,0.13250377805211766,0.04162170310323145,17.59801044645408,0.02932141511775857,55,0.19217111535695597,0.922738518649527,3746,danger
2015,Philippines,Amazonas,624932,40,26.386914771700766,1217.99676274347,25.952768411040545,0.07453551789147411,0.0179659289029912,19.518126549464014,0.011666404803312611,47,0.13403709348224152,1.0730522456169065,5826,safe
2024,Indonesia,Sarawak,768083,5,49.12882674106233,1597.280259807777,25.39193794127314,0.14451008707322593,0.0689109081486824,10.891400814252616,0.022902337062249038,44,0.0350349727408362,0.6374573077635918,7797,danger
2024,Vietnam,Sumatra,2251498,19,17.235676055155935,2043.4670422991378,29.688146905778044,0.11591070148732698,0.05650722830366937,29.411466652547208,0.014856455887393632,10,0.09475667246156445,0.6684091374933644,4620,safe
2015,Philippines,Central Highlands,4377809,81,41.96631884419128,2860.704546883361,24.842131393476414,0.058644022881687484,0.08586720549294963,24.321261068391163,0.0219270492987777,38,0.12969951950944084,1.5901108478439794,5945,danger
2016,Vietnam,Central Highlands,2058426,21,23.367708566924396,2634.403255828295,20.636014363777974,0.13365731059297234,0.01174758988764929,16.463881306486723,0.016899542258730506,13,0.005652940209995539,1.9164983536224374,4326,danger
2020,Brazil,Madre de Dios,3730431,28,39.23481383104642,1376.930477236942,25.51687967806462,0.032091999255647326,0.07856666019444562,16.373945145707946,0.02984432756919829,70,0.0029820528309615793,1.4161227424314642,7744,danger
2023,Philippines,Madre de Dios,3092316,62,26.800440171826516,1869.183951214644,28.410961706161014,0.11191797278520578,0.06735167868172591,18.97085098736919,0.02322255339476875,26,0.025880600119713583,1.5737750232902166,3184,danger
2022,Congo,Santa Cruz,789220,76,33.1343905246616,1716.2553132580722,29.9684928428144,0.09305813995855658,0.011501093682809783,22.52489645526066,0.02881228251085811,37,0.050332887009094156,1.6429546168957303,4793,danger
2019,Madagascar,Palawan,4476765,95,43.304470933045245,1640.628563471024,24.303431736890726,0.06089598073531375,0.06948207298717207,12.927461331779355,0.025874238737029643,59,0.08590982470413511,0.8942214118294125,4946,danger
2015,Bolivia,Palawan,1895285,27,42.166622599355364,2233.433009439961,23.202987424967425,0.12476094957050501,0.044154728887983045,13.778596275299046,0.027572525279084277,99,0.09748809475195769,0.5678444463803224,4500,danger
2021,Colombia,Palawan,3422705,50,44.65692734158801,3112.094357774971,29.06653296951999,0.1755533825446537,0.09449847855558431,27.18869165667102,0.025360479930366872,17,0.027605521787579357,0.5028091158787529,6946,danger
2019,Colombia,Santa Cruz,3164749,76,12.384693013786361,1652.358796651708,21.912421290761213,0.1997918929549846,0.014161135061789933,15.125098477781451,0.016478978259397783,43,0.13467831582316617,1.025973924431028,2169,danger
2020,Bolivia,Amazon,4499453,12,37.682022121589796,2100.036639108944,26.154289150329266,0.12547492606125066,0.0642833390815738,17.60389995950355,0.01129471133367211,68,0.11922761233930697,0.8621963422988241,6925,safe
2021,Malaysia,Central Highlands,1906978,63,15.599495068870514,2172.7522805234867,24.05714424180948,0.08689411612254233,0.0381980045462946,27.42543701900234,0.014258004386263054,27,0.058892819768232046,0.5934765875737784,4745,safe
2017,Brazil,Sumatra,3421989,94,26.632742720736438,3929.3695883062305,20.410823649555553,0.05278934904107831,0.09568146705908778,23.26295658799645,0.005505905815998761,68,0.002731976687058402,0.7692924387405001,3080,safe
2024,Vietnam,Amazonas,1484156,63,31.94353660218754,3863.9990706372064,23.472884743056976,0.058848256985071234,0.032997489529027646,16.834237586833765,0.01809982918661668,36,0.015529583070658149,0.6867483474019217,3263,danger
2017,Congo,Central Highlands,4213543,17,26.10957938987323,3400.4127482562276,22.652285225026745,0.10109644584845548,0.09621859094918002,23.673990914492414,0.017626445006760215,25,0.07833895510216789,1.8723175709260556,6864,danger
2019,Peru,Madre de Dios,1363659,43,30.7844670321203,1724.9767624575557,26.860911539434866,0.07978276324333475,0.09014858511007491,10.393664307628274,0.018131261620762205,19,0.030794870233136786,0.7104008201887534,6453,danger
2020,Philippines,Central,2737035,32,49.861052351944764,1204.1119422750091,29.487904976919182,0.18362475929873942,0.027038323531065635,24.712853200227304,0.029350780624301596,85,0.07536392122959418,1.3064726959815187,4248,danger
2023,Brazil,Sarawak,1703920,93,15.408692548514189,1950.7124131618743,22.680471873786377,0.07997613885458481,0.08035417768264277,19.74032081032479,0.02778635008637098,31,0.12563652090207103,1.389658932668247,5908,danger
2019,Philippines,Santa Cruz,3608591,65,37.018241813457024,1800.3836483014925,28.114659391516817,0.08095447231763274,0.0995604201803506,26.263642945689224,0.0090428194582527,25,0.1094474855758567,1.3152341865629507,3325,safe
2015,Congo,Eastern,4110954,20,25.840038655424607,2517.7774004391817,20.553598169384095,0.08287155736245562,0.025266300217128237,29.092753040129367,0.01422206303889723,21,0.04623517662747885,0.6485846513239819,5177,safe
2018,Indonesia,Central,1247852,6,15.32039195629315,3333.183730203379,25.381210100398132,0.16895783996985506,0.04367771693233197,28.515770989891365,0.015598904486581546,84,0.06876449825175049,0.9781975426258268,5873,danger
2019,Indonesia,Amazonas,1656618,86,16.349470534972383,3574.968816636574,20.705500637098947,0.13364978096091135,0.05201807365667597,28.185300869106815,0.014013322946291193,93,0.12280623968973013,0.57690549869473,4148,safe
2024,Brazil,Palawan,4411147,21,47.97092424982468,3534.5922562315254,29.34032991130639,0.12669208156058961,0.029493113580386435,20.243399118677743,0.024962399090097825,60,0.17217100560868975,1.0935048711444741,7216,danger
2024,Madagascar,Madre de Dios,1607810,34,45.184059868470484,2079.0266836692035,27.6635128055739,0.07348717425293382,0.001526483964602976,17.20284228277876,0.01810094174668967,10,0.15064268774777545,0.7828983969073879,3688,danger
2019,Congo,Madre de Dios,1312283,17,46.281678416600876,3061.703030382049,26.579499112045923,0.1654017935981635,0.022012924419752666,19.300706494613458,0.019302495424290626,36,0.11068000536668299,1.3424487999265697,4985,danger
2021,Congo,Madre de Dios,3414863,97,49.66131103309546,1938.50259257266,28.238963816246642,0.017289133657583215,0.028193688434175846,23.797920066267217,0.02632533897469814,76,0.07245859966329725,1.539212590773651,4076,danger
2018,Bolivia,Palawan,2321367,98,18.332615600340716,1182.7166297055483,26.47519795570163,0.1754514627442415,0.04435997013181872,27.679955537423734,0.025148203835383964,21,0.07301025550836109,1.2981797903070598,3529,danger
2015,Madagascar,Eastern,3872863,86,24.21757349456247,3104.695796808827,29.68944397174291,0.10742248096084663,0.017110247841340187,14.139726060002392,0.008305288070507491,39,0.17588346205287922,1.1513550449170937,3461,safe
2019,Vietnam,Santa Cruz,3399033,17,36.76876119699467,1029.4826577093636,27.139579478647715,0.08566754462404844,0.08732543566916727,28.36386316923406,0.022847864602090855,18,0.00784871520810928,1.0810001312850386,3402,danger
2021,Vietnam,Central,2078315,47,29.35210159442589,2227.547762375466,29.246586095822465,0.10446178333636028,0.07049111327313361,26.303604639397783,0.015885903222550887,62,0.1975965288840522,1.7625376521455056,2072,danger
2024,Peru,Palawan,1849590,89,26.73558133513334,1988.1378079062272,25.17131892010638,0.1368089508014279,0.008520047755966199,29.57712030356469,0.012366222576562511,70,0.13287508217031246,0.8290520975979051,6349,safe
2024,Colombia,Amazonas,4004438,98,24.31244997342372,3080.132615556557,21.170644129818626,0.012425431038400499,0.06500924511399314,27.605035465633744,0.0062504705225546586,63,0.1362275398144781,1.6013275092933033,6034,safe
2020,Indonesia,Santa Cruz,3545529,25,33.75122527773809,3298.7364182811366,25.28177721423017,0.17559485272706707,0.06536564764056205,15.598746593838133,0.017181239008636273,46,0.007599567460948431,1.6362234871101786,6611,danger
2019,Vietnam,Amazonas,2725541,59,33.02373714560328,1912.2839079138516,21.26872828063093,0.09488050980916464,0.09562211736436277,12.119118226880953,0.013885917018113283,74,0.12110585497825443,1.1288000109061018,4796,safe
2018,Madagascar,Santa Cruz,3311139,85,16.458313362569605,3434.8810433345607,25.924934791764052,0.07516363874301485,0.0003020871356161248,12.244821439831773,0.01128782599191002,51,0.0969556120180894,0.9459508988384591,7139,safe
2016,Congo,Eastern,1969793,44,28.86959350073756,1881.7502815148014,24.824930605276627,0.03626665747047085,0.02479324498058072,15.824466371565522,0.022366793239923938,58,0.0211557813788134,1.2058122290689628,7744,danger
2018,Vietnam,Sarawak,4990512,87,32.138871048393995,2338.979079959684,26.225753978327816,0.093498421128104,0.09277914793753156,22.283674479690784,0.024237134682889676,13,0.055584402153871816,0.6398208888390478,6516,danger
2024,Congo,Amazonas,3397706,19,32.81147754925562,3181.0555810424016,20.100469810548315,0.10430132654403197,0.09321339153982831,26.086406521943452,0.01111973797573562,73,0.17806289124273025,0.568895048343635,4493,safe
2024,Vietnam,Palawan,3701473,77,18.40428771649407,3078.7606876743657,21.948404916553642,0.08669287195376077,0.07205864193706374,27.985006139631295,0.006236185916983682,88,0.10999768317319059,0.6674047991778377,6974,safe
2017,Indonesia,Santa Cruz,1598657,56,39.69085569009147,3962.1054169366002,24.91330431912131,0.13894541782711045,0.07657633210475401,22.475067687384655,0.026218817514130875,60,0.08268331503478175,0.7807175471933392,6231,danger
2024,Philippines,Madre de Dios,1426215,78,11.007963792842785,1675.4830726477958,29.505035615891348,0.08997034046425294,0.009148295792964712,10.112626254961075,0.005248993530107583,81,0.01453643116816219,1.2562652305070645,5576,safe
2015,Vietnam,Central Highlands,3533449,99,24.193274221726504,2986.9537406187474,23.836090403551584,0.19266933979084894,0.051387583477823365,13.72633553037067,0.028427812348036798,69,0.14282430548046113,1.7737049542416832,7420,danger
2022,Madagascar,Madre de Dios,1949991,57,41.208505941425344,2829.0457248273324,24.243720260536346,0.12386272838648245,0.02315829912889994,11.994524077067359,0.020690496849567648,96,0.14057016467920652,0.8534634979995305,7728,danger
2019,Vietnam,Amazon,3011910,91,32.55571684221609,3745.29536347009,27.14696089006622,0.16342080777386273,0.018121804361361727,17.2664895113802,0.013046165880033007,88,0.12280872139451271,1.902743016120167,2032,safe
2018,Colombia,Sarawak,924528,56,20.44649730043441,1469.086424934625,26.03792757286118,0.030777621590800983,0.08103032991233326,20.02701987267492,0.011161947739418405,40,0.10205252924412984,1.9323618634025053,4694,safe
2022,Indonesia,Sarawak,3035610,34,37.79812477372191,3255.394490760799,22.989261500983332,0.08548534565972209,0.013503813668054743,10.867943571571217,0.005225141606611881,81,0.08675688044147455,1.9383569072678077,7886,safe
2021,Madagascar,Madre de Dios,3215223,37,32.69563776624294,2704.805848806305,24.10816395567428,0.074001063274959,0.04686516369963853,16.969559515913105,0.010886785425271928,67,0.11865421859759846,1.7563441020144857,6373,safe
2016,Bolivia,Central,1112181,61,41.84974437825549,1823.9976093637163,22.176997988572325,0.11820165374595244,0.09385782395860331,13.583593492506452,0.008443207537928528,91,0.046679090345681344,1.045737561196581,6845,safe
2015,Madagascar,Eastern,4145525,56,39.40100744759293,2423.304742441522,29.660214591302086,0.17361156881167086,0.018583205556534255,22.94140332517748,0.02030415551807864,13,0.18825181283552955,0.6090258665039345,5598,danger
2018,Colombia,Amazonas,2150824,13,34.40431688144939,2001.3297912093933,21.306343815573598,0.024884261374781266,0.09779934237382347,19.2854473864868,0.009163639714845032,31,0.11775890583604592,1.3532280976497424,4392,safe
2022,Philippines,Palawan,639227,58,29.52710701243256,2737.9402083653827,23.718367845664194,0.023789211628495052,0.09942879857610591,19.906352938678175,0.018215745938415483,12,0.06223848887087531,1.3380221659058507,6112,danger
2016,Indonesia,Sarawak,2273055,5,15.327285026700936,3667.0018324439975,20.25838972220011,0.1715603645499438,0.05556171546824029,18.553835760669223,0.01975291055861177,88,0.08993597017703146,1.7749636506643933,4871,danger
2017,Bolivia,Madre de Dios,1192137,48,20.45332071541535,2707.914953236606,22.217794919335464,0.05044151634728791,0.017014274017715793,29.12039420973134,0.012451042458672863,56,0.16113695777537848,1.9939865764191578,4677,safe
2015,Colombia,Madre de Dios,781854,79,26.76397891668341,2895.167254979752,27.80471138380155,0.1370631183454646,0.031610488794089564,14.294702502431264,0.005876623725467968,47,0.03232321214605949,1.2622359598402213,3401,safe
2015,Colombia,Eastern,1160327,84,33.97197148025555,2556.243541344128,22.011752322888796,0.11314684514855299,0.042449283267653515,20.333285196877487,0.005931347015354902,42,0.058567124492052085,1.0178060465596763,2817,safe
2017,Brazil,Eastern,2157153,13,30.548314208612194,1153.4965193364278,20.800634025289657,0.1682497830285736,0.030932422435822296,24.72034736730672,0.00565868330484794,87,0.1359016045473111,0.7788525673344004,3660,safe
2019,Indonesia,Sumatra,4845398,36,21.52738103838118,1698.5756706282828,24.744531798445234,0.03376689286891667,0.028063557987651578,21.13688826269125,0.023478116678413655,57,0.06309784129644479,0.5071997372260562,6562,danger
